instance_name,local_max_k,K,interpolant_status,smt2cnf_status,category
6s391rb379,10,6,done,none,linear
6s391rb379,10,7,done,none,linear
6s391rb379,10,8,done,none,linear
6s391rb379,10,9,done,none,linear
6s4,10,1,done,none,linear
6s4,10,2,done,none,linear
6s4,10,3,done,none,linear
6s4,10,4,done,none,linear
6s4,10,5,done,none,linear
6s4,10,6,done,none,linear
6s4,10,7,done,none,linear
6s4,10,8,done,none,linear
6s4,10,9,done,none,linear
6s400rb07819,10,1,done,none,linear
6s400rb07819,10,2,done,none,linear
6s400rb07819,10,3,done,none,linear
6s400rb07819,10,4,done,none,linear
6s400rb07819,10,5,done,none,linear
6s400rb07819,10,6,done,none,linear
6s400rb07819,10,7,done,none,linear
6s400rb07819,10,8,done,none,linear
6s400rb07819,10,9,done,none,linear
6s405rb611,10,1,done,none,linear
6s405rb611,10,2,done,none,linear
6s405rb611,10,3,done,none,linear
6s405rb611,10,4,done,none,linear
6s405rb611,10,5,done,none,linear
6s405rb611,10,6,done,none,linear
6s405rb611,10,7,done,none,linear
6s405rb611,10,8,done,none,linear
6s405rb611,10,9,done,none,linear
6s406rb067,10,1,done,none,linear
6s406rb067,10,2,done,none,linear
6s406rb067,10,3,done,none,linear
6s406rb067,10,4,done,none,linear
6s406rb067,10,5,done,none,linear
6s406rb067,10,6,done,none,linear
6s406rb067,10,7,done,none,linear
6s406rb067,10,8,done,none,linear
6s406rb067,10,9,done,none,linear
beemcycschd3b1,10,1,done,none,linear
beemcycschd3b1,10,2,done,none,linear
beemcycschd3b1,10,3,done,none,linear
beemcycschd3b1,10,4,done,none,linear
beemcycschd3b1,10,5,done,none,linear
beemcycschd3b1,10,6,done,none,linear
beemcycschd3b1,10,7,done,none,linear
beemcycschd3b1,10,8,done,none,linear
beemcycschd3b1,10,9,done,none,linear
beemelev2f1,10,1,done,none,linear
beemelev2f1,10,2,done,none,linear
beemelev2f1,10,3,done,none,linear
beemelev2f1,10,4,done,none,linear
beemelev2f1,10,5,done,none,linear
beemelev2f1,10,6,done,none,linear
beemelev2f1,10,7,done,none,linear
beemelev2f1,10,8,done,none,linear
beemelev2f1,10,9,done,none,linear
beemfwt3f3,10,1,done,none,linear
beemfwt3f3,10,2,done,none,linear
beemfwt3f3,10,3,done,none,linear
beemfwt3f3,10,4,done,none,linear
beemfwt3f3,10,5,done,none,linear
beemfwt3f3,10,6,done,none,linear
beemfwt3f3,10,7,done,none,linear
beemfwt3f3,10,8,done,none,linear
beemfwt3f3,10,9,done,none,linear
beemlup1b1,10,1,done,none,linear
beemlup1b1,10,2,done,none,linear
beemlup1b1,10,3,done,none,linear
beemlup1b1,10,4,done,none,linear
beemlup1b1,10,5,done,none,linear
beemlup1b1,10,6,done,none,linear
beemlup1b1,10,7,done,none,linear
beemlup1b1,10,8,done,none,linear
beemlup1b1,10,9,done,none,linear
beempgsol5b1,10,1,done,none,linear
beempgsol5b1,10,2,done,none,linear
beempgsol5b1,10,3,partial,none,linear
beempgsol5b1,10,4,partial,none,linear
beempgsol5b1,10,5,partial,none,linear
beempgsol5b1,10,6,partial,none,linear
beempgsol5b1,10,7,partial,none,linear
beempgsol5b1,10,8,partial,none,linear
beempgsol5b1,10,9,partial,none,linear
beemptrsn1b1,10,1,done,none,linear
beemptrsn1b1,10,2,done,none,linear
beemptrsn1b1,10,3,done,none,linear
beemptrsn1b1,10,4,done,none,linear
beemptrsn1b1,10,5,done,none,linear
beemptrsn1b1,10,6,done,none,linear
beemptrsn1b1,10,7,done,none,linear
beemptrsn1b1,10,8,done,none,linear
beemptrsn1b1,10,9,done,none,linear
bj08amba2g1,10,1,done,none,linear
bj08amba2g1,10,2,done,none,linear
bj08amba2g1,10,3,done,none,linear
bj08amba2g1,10,4,done,none,linear
bj08amba2g1,10,5,done,none,linear
bj08amba2g1,10,6,done,none,linear
bj08amba2g1,10,7,done,none,linear
bj08amba2g1,10,8,done,none,linear
bj08amba2g1,10,9,done,none,linear
bj08amba3g1,10,1,done,none,linear
bj08amba3g1,10,2,done,none,linear
bj08amba3g1,10,3,done,none,linear
bj08amba3g1,10,4,done,none,linear
bj08amba3g1,10,5,done,none,linear
bj08amba3g1,10,6,done,none,linear
bj08amba3g1,10,7,done,none,linear
bj08amba3g1,10,8,done,none,linear
bj08amba3g1,10,9,done,none,linear
bj08amba5g62,10,1,done,none,linear
bj08amba5g62,10,2,done,none,linear
bj08amba5g62,10,3,done,none,linear
bj08amba5g62,10,4,done,none,linear
bj08amba5g62,10,5,done,none,linear
bj08amba5g62,10,6,done,none,linear
bj08amba5g62,10,7,done,none,linear
bj08amba5g62,10,8,done,none,linear
bj08amba5g62,10,9,done,none,linear
bj08aut82,10,1,done,none,linear
bj08aut82,10,2,done,none,linear
bj08aut82,10,3,done,none,linear
bj08aut82,10,4,done,none,linear
bj08aut82,10,5,done,none,linear
bj08aut82,10,6,done,none,linear
bj08aut82,10,7,done,none,linear
bj08aut82,10,8,done,none,linear
bj08aut82,10,9,done,none,linear
bj08vendingcycle,10,1,done,none,linear
bj08vendingcycle,10,2,done,none,linear
bj08vendingcycle,10,3,done,none,linear
bj08vendingcycle,10,4,partial,none,linear
bj08vendingcycle,10,5,partial,none,linear
bj08vendingcycle,10,6,partial,none,linear
bj08vendingcycle,10,7,partial,none,linear
bj08vendingcycle,10,8,partial,none,linear
bj08vendingcycle,10,9,partial,none,linear
bjrb07amba1andenv,10,1,done,none,linear
bjrb07amba1andenv,10,2,done,none,linear
bjrb07amba1andenv,10,3,done,none,linear
bjrb07amba1andenv,10,4,done,none,linear
bjrb07amba1andenv,10,5,done,none,linear
bjrb07amba1andenv,10,6,done,none,linear
bjrb07amba1andenv,10,7,done,none,linear
bjrb07amba1andenv,10,8,done,none,linear
bjrb07amba1andenv,10,9,done,none,linear
bob12s02,10,1,none,none,linear
bob12s02,10,2,partial,none,linear
bob12s02,10,3,partial,none,linear
bob12s02,10,4,none,none,linear
bob12s02,10,5,partial,none,linear
bob12s02,10,6,partial,none,linear
bob12s02,10,7,partial,none,linear
bob12s02,10,8,partial,none,linear
bob12s02,10,9,partial,none,linear
bob9234spec4neg,10,1,done,none,linear
bob9234spec4neg,10,2,done,none,linear
bob9234spec4neg,10,3,done,none,linear
bob9234spec4neg,10,4,done,none,linear
bob9234spec4neg,10,5,done,none,linear
bob9234spec4neg,10,6,done,none,linear
bob9234spec4neg,10,7,done,none,linear
bob9234spec4neg,10,8,done,none,linear
bob9234spec4neg,10,9,done,none,linear
bob9234specand,10,1,done,none,linear
bob9234specand,10,2,done,none,linear
bob9234specand,10,3,done,none,linear
bob9234specand,10,4,done,none,linear
bob9234specand,10,5,done,none,linear
bob9234specand,10,6,done,none,linear
bob9234specand,10,7,done,none,linear
bob9234specand,10,8,done,none,linear
bob9234specand,10,9,done,none,linear
bobcount,10,1,done,none,linear
bobcount,10,2,done,none,linear
bobcount,10,3,done,none,linear
bobcount,10,4,done,none,linear
bobcount,10,5,done,none,linear
bobcount,10,6,done,none,linear
bobcount,10,7,done,none,linear
bobcount,10,8,done,none,linear
bobcount,10,9,done,none,linear
bobmiterbm1and,10,1,done,none,linear
bobmiterbm1and,10,2,done,none,linear
bobmiterbm1and,10,3,done,none,linear
bobmiterbm1and,10,4,done,none,linear
bobmiterbm1and,10,5,done,none,linear
bobmiterbm1and,10,6,done,none,linear
bobmiterbm1and,10,7,done,none,linear
bobmiterbm1and,10,8,done,none,linear
bobmiterbm1and,10,9,done,none,linear
bobmiterbm1or,10,1,done,none,linear
bobmiterbm1or,10,2,done,none,linear
bobmiterbm1or,10,3,done,none,linear
bobmiterbm1or,10,4,done,none,linear
bobmiterbm1or,10,5,done,none,linear
bobmiterbm1or,10,6,done,none,linear
bobmiterbm1or,10,7,done,none,linear
bobmiterbm1or,10,8,done,none,linear
bobmiterbm1or,10,9,done,none,linear
bobsm5378d2,10,1,done,none,linear
bobsm5378d2,10,2,done,none,linear
bobsm5378d2,10,3,done,none,linear
bobsm5378d2,10,4,done,none,linear
bobsm5378d2,10,5,done,none,linear
bobsm5378d2,10,6,done,none,linear
bobsm5378d2,10,7,done,none,linear
bobsm5378d2,10,8,done,none,linear
bobsm5378d2,10,9,done,none,linear
bobsmdct,10,1,done,none,linear
bobsmdct,10,2,done,none,linear
bobsmdct,10,3,done,none,linear
bobsmdct,10,4,done,none,linear
bobsmdct,10,5,done,none,linear
bobsmdct,10,6,done,none,linear
bobsmdct,10,7,done,none,linear
bobsmdct,10,8,done,none,linear
bobsmdct,10,9,done,none,linear
bobsynth13,10,1,done,none,linear
bobsynth13,10,2,done,none,linear
bobsynth13,10,3,done,none,linear
bobsynth13,10,4,done,none,linear
bobsynth13,10,5,done,none,linear
bobsynth13,10,6,done,none,linear
bobsynth13,10,7,done,none,linear
bobsynth13,10,8,done,none,linear
bobsynth13,10,9,done,none,linear
bobsynthand,10,1,done,none,linear
bobsynthand,10,2,done,none,linear
bobsynthand,10,3,done,none,linear
bobsynthand,10,4,done,none,linear
bobsynthand,10,5,done,none,linear
bobsynthand,10,6,done,none,linear
bobsynthand,10,7,done,none,linear
bobsynthand,10,8,done,none,linear
bobsynthand,10,9,done,none,linear
bobsynthetic2,10,1,done,none,linear
bobsynthetic2,10,2,done,none,linear
bobsynthetic2,10,3,done,none,linear
bobsynthetic2,10,4,partial,none,linear
bobsynthetic2,10,5,partial,none,linear
bobsynthetic2,10,6,partial,none,linear
bobsynthetic2,10,7,partial,none,linear
bobsynthetic2,10,8,partial,none,linear
bobsynthetic2,10,9,partial,none,linear
bobsynthor,10,1,done,none,linear
bobsynthor,10,2,partial,none,linear
bobsynthor,10,3,partial,none,linear
bobsynthor,10,4,partial,none,linear
bobsynthor,10,5,partial,none,linear
bobsynthor,10,6,partial,none,linear
bobsynthor,10,7,partial,none,linear
bobsynthor,10,8,partial,none,linear
bobsynthor,10,9,partial,none,linear
bobtuint12neg,10,1,done,none,linear
bobtuint12neg,10,2,done,none,linear
bobtuint12neg,10,3,done,none,linear
bobtuint12neg,10,4,done,none,linear
bobtuint12neg,10,5,done,none,linear
bobtuint12neg,10,6,done,none,linear
bobtuint12neg,10,7,done,none,linear
bobtuint12neg,10,8,done,none,linear
bobtuint12neg,10,9,done,none,linear
bobtuint19neg,10,1,done,none,linear
bobtuint19neg,10,2,done,none,linear
bobtuint19neg,10,3,done,none,linear
bobtuint19neg,10,4,done,none,linear
bobtuint19neg,10,5,done,none,linear
bobtuint19neg,10,6,done,none,linear
bobtuint19neg,10,7,done,none,linear
bobtuint19neg,10,8,done,none,linear
bobtuint19neg,10,9,done,none,linear
bobtuint21neg,10,1,done,none,linear
bobtuint21neg,10,2,done,none,linear
bobtuint21neg,10,3,done,none,linear
bobtuint21neg,10,4,done,none,linear
bobtuint21neg,10,5,done,none,linear
bobtuint21neg,10,6,done,none,linear
bobtuint21neg,10,7,done,none,linear
bobtuint21neg,10,8,done,none,linear
bobtuint21neg,10,9,done,none,linear
bobtuint24,10,1,done,none,linear
bobtuint24,10,2,done,none,linear
bobtuint24,10,3,done,none,linear
bobtuint24,10,4,done,none,linear
bobtuint24,10,5,done,none,linear
bobtuint24,10,6,done,none,linear
bobtuint24,10,7,done,none,linear
bobtuint24,10,8,done,none,linear
bobtuint24,10,9,done,none,linear
bobtuintand,10,1,done,none,linear
bobtuintand,10,2,done,none,linear
bobtuintand,10,3,done,none,linear
bobtuintand,10,4,done,none,linear
bobtuintand,10,5,done,none,linear
bobtuintand,10,6,done,none,linear
bobtuintand,10,7,done,none,linear
bobtuintand,10,8,done,none,linear
bobtuintand,10,9,done,none,linear
bobtuintorneg,10,1,done,none,linear
bobtuintorneg,10,2,done,none,linear
bobtuintorneg,10,3,done,none,linear
bobtuintorneg,10,4,done,none,linear
bobtuintorneg,10,5,done,none,linear
bobtuintorneg,10,6,done,none,linear
bobtuintorneg,10,7,done,none,linear
bobtuintorneg,10,8,done,none,linear
bobtuintorneg,10,9,done,none,linear
bobunr2p10d40l,10,1,done,none,linear
bobunr2p10d40l,10,2,done,none,linear
bobunr2p10d40l,10,3,done,none,linear
bobunr2p10d40l,10,4,done,none,linear
bobunr2p10d40l,10,5,done,none,linear
bobunr2p10d40l,10,6,done,none,linear
bobunr2p10d40l,10,7,done,none,linear
bobunr2p10d40l,10,8,done,none,linear
bobunr2p10d40l,10,9,done,none,linear
bobuns2p10d100l,10,1,done,none,linear
bobuns2p10d100l,10,2,done,none,linear
bobuns2p10d100l,10,3,done,none,linear
bobuns2p10d100l,10,4,done,none,linear
bobuns2p10d100l,10,5,done,none,linear
bobuns2p10d100l,10,6,done,none,linear
bobuns2p10d100l,10,7,done,none,linear
bobuns2p10d100l,10,8,done,none,linear
bobuns2p10d100l,10,9,done,none,linear
brpp1,10,1,done,none,linear
brpp1,10,2,done,none,linear
brpp1,10,3,partial,none,linear
brpp1,10,4,partial,none,linear
brpp1,10,5,partial,none,linear
brpp1,10,6,partial,none,linear
brpp1,10,7,partial,none,linear
brpp1,10,8,partial,none,linear
brpp1,10,9,partial,none,linear
cal159,10,1,done,none,linear
cal159,10,2,done,none,linear
cal159,10,3,done,none,linear
cal159,10,4,done,none,linear
